id,studentId,studentName,date,status,reason
ATT002304,STU009,Amit Bansal,2025-10-29,Present,
ATT002305,STU009,Amit Bansal,2025-10-30,Present,
ATT002306,STU009,Amit Bansal,2025-10-31,Present,
ATT002307,STU009,Amit Bansal,2025-11-03,Present,
ATT002308,STU009,Amit Bansal,2025-11-04,Present,
ATT002309,STU009,Amit Bansal,2025-11-05,Present,
ATT002310,STU009,Amit Bansal,2025-11-06,Present,
ATT002311,STU009,Amit Bansal,2025-11-07,Present,
ATT002312,STU009,Amit Bansal,2025-11-10,Absent,Transportation issue
ATT002313,STU009,Amit Bansal,2025-11-11,Late,Overslept
ATT002314,STU009,Amit Bansal,2025-11-12,Present,
ATT002315,STU009,Amit Bansal,2025-11-13,Present,
ATT002316,STU009,Amit Bansal,2025-11-14,Absent,Sick
ATT002317,STU009,Amit Bansal,2025-11-17,Present,
ATT002318,STU009,Amit Bansal,2025-11-18,Present,
ATT002319,STU009,Amit Bansal,2025-11-19,Present,
ATT002320,STU009,Amit Bansal,2025-11-20,Present,
ATT002321,STU009,Amit Bansal,2025-11-21,Absent,No reason provided
ATT002322,STU009,Amit Bansal,2025-11-24,Present,
ATT002323,STU009,Amit Bansal,2025-11-25,Present,
ATT002324,STU009,Amit Bansal,2025-11-26,Late,Family issue
ATT002325,STU009,Amit Bansal,2025-11-27,Present,
ATT002326,STU009,Amit Bansal,2025-11-28,Present,
ATT002327,STU009,Amit Bansal,2025-12-01,Present,
ATT002328,STU009,Amit Bansal,2025-12-02,Absent,Family emergency
ATT002329,STU009,Amit Bansal,2025-12-03,Present,
ATT002330,STU009,Amit Bansal,2025-12-04,Present,
ATT002331,STU009,Amit Bansal,2025-12-05,Present,
ATT002332,STU009,Amit Bansal,2025-12-08,Present,
ATT002333,STU009,Amit Bansal,2025-12-09,Present,
ATT002334,STU009,Amit Bansal,2025-12-10,Late,Transportation delay
ATT002335,STU009,Amit Bansal,2025-12-11,Present,
ATT002336,STU009,Amit Bansal,2025-12-12,Present,
ATT002337,STU009,Amit Bansal,2025-12-15,Present,
ATT002338,STU009,Amit Bansal,2025-12-16,Present,
ATT002339,STU009,Amit Bansal,2025-12-17,Absent,No reason provided
ATT002340,STU009,Amit Bansal,2025-12-18,Present,
ATT002341,STU009,Amit Bansal,2025-12-19,Present,
ATT002342,STU009,Amit Bansal,2025-12-22,Present,
ATT002343,STU009,Amit Bansal,2025-12-23,Present,
ATT002344,STU009,Amit Bansal,2025-12-24,Absent,No reason provided
ATT002345,STU009,Amit Bansal,2025-12-25,Present,
ATT002346,STU009,Amit Bansal,2025-12-26,Present,
ATT002347,STU009,Amit Bansal,2025-12-29,Present,
ATT002348,STU009,Amit Bansal,2025-12-30,Present,
ATT002349,STU009,Amit Bansal,2025-12-31,Present,
ATT002350,STU010,Sakshi Mehta,2025-01-01,Present,
ATT002351,STU010,Sakshi Mehta,2025-01-02,Present,
ATT002352,STU010,Sakshi Mehta,2025-01-03,Present,
ATT002353,STU010,Sakshi Mehta,2025-01-06,Late,Transportation delay
ATT002354,STU010,Sakshi Mehta,2025-01-07,Late,Family issue
ATT002355,STU010,Sakshi Mehta,2025-01-08,Late,Overslept
ATT002356,STU010,Sakshi Mehta,2025-01-09,Absent,No reason provided
ATT002357,STU010,Sakshi Mehta,2025-01-10,Present,
ATT002358,STU010,Sakshi Mehta,2025-01-13,Present,
ATT002359,STU010,Sakshi Mehta,2025-01-14,Present,
ATT002360,STU010,Sakshi Mehta,2025-01-15,Present,
ATT002361,STU010,Sakshi Mehta,2025-01-16,Present,
ATT002362,STU010,Sakshi Mehta,2025-01-17,Present,
ATT002363,STU010,Sakshi Mehta,2025-01-20,Present,
ATT002364,STU010,Sakshi Mehta,2025-01-21,Absent,Transportation issue
ATT002365,STU010,Sakshi Mehta,2025-01-22,Absent,Family emergency
ATT002366,STU010,Sakshi Mehta,2025-01-23,Present,
ATT002367,STU010,Sakshi Mehta,2025-01-24,Present,
ATT002368,STU010,Sakshi Mehta,2025-01-27,Present,
ATT002369,STU010,Sakshi Mehta,2025-01-28,Present,
ATT002370,STU010,Sakshi Mehta,2025-01-29,Present,
ATT002371,STU010,Sakshi Mehta,2025-01-30,Absent,Family emergency
ATT002372,STU010,Sakshi Mehta,2025-01-31,Absent,Sick
ATT002373,STU010,Sakshi Mehta,2025-02-03,Present,
ATT002374,STU010,Sakshi Mehta,2025-02-04,Present,
ATT002375,STU010,Sakshi Mehta,2025-02-05,Late,Transportation delay
ATT002376,STU010,Sakshi Mehta,2025-02-06,Late,Overslept
ATT002377,STU010,Sakshi Mehta,2025-02-07,Present,
ATT002378,STU010,Sakshi Mehta,2025-02-10,Late,Overslept
ATT002379,STU010,Sakshi Mehta,2025-02-11,Absent,No reason provided
ATT002380,STU010,Sakshi Mehta,2025-02-12,Present,
ATT002381,STU010,Sakshi Mehta,2025-02-13,Present,
ATT002382,STU010,Sakshi Mehta,2025-02-14,Present,
ATT002383,STU010,Sakshi Mehta,2025-02-17,Present,
ATT002384,STU010,Sakshi Mehta,2025-02-18,Present,
ATT002385,STU010,Sakshi Mehta,2025-02-19,Present,
ATT002386,STU010,Sakshi Mehta,2025-02-20,Present,
ATT002387,STU010,Sakshi Mehta,2025-02-21,Absent,Family emergency
ATT002388,STU010,Sakshi Mehta,2025-02-24,Present,
ATT002389,STU010,Sakshi Mehta,2025-02-25,Absent,No reason provided
ATT002390,STU010,Sakshi Mehta,2025-02-26,Present,
ATT002391,STU010,Sakshi Mehta,2025-02-27,Present,
ATT002392,STU010,Sakshi Mehta,2025-02-28,Present,
ATT002393,STU010,Sakshi Mehta,2025-03-03,Absent,Sick
ATT002394,STU010,Sakshi Mehta,2025-03-04,Present,
ATT002395,STU010,Sakshi Mehta,2025-03-05,Present,
ATT002396,STU010,Sakshi Mehta,2025-03-06,Present,
ATT002397,STU010,Sakshi Mehta,2025-03-07,Absent,Transportation issue
ATT002398,STU010,Sakshi Mehta,2025-03-10,Present,
ATT002399,STU010,Sakshi Mehta,2025-03-11,Present,
ATT002400,STU010,Sakshi Mehta,2025-03-12,Present,
ATT002401,STU010,Sakshi Mehta,2025-03-13,Present,
ATT002402,STU010,Sakshi Mehta,2025-03-14,Present,
ATT002403,STU010,Sakshi Mehta,2025-03-17,Present,
ATT002404,STU010,Sakshi Mehta,2025-03-18,Late,Family issue
ATT002405,STU010,Sakshi Mehta,2025-03-19,Present,
ATT002406,STU010,Sakshi Mehta,2025-03-20,Present,
ATT002407,STU010,Sakshi Mehta,2025-03-21,Present,
ATT002408,STU010,Sakshi Mehta,2025-03-24,Present,
ATT002409,STU010,Sakshi Mehta,2025-03-25,Present,
ATT002410,STU010,Sakshi Mehta,2025-03-26,Late,Transportation delay
ATT002411,STU010,Sakshi Mehta,2025-03-27,Present,
ATT002412,STU010,Sakshi Mehta,2025-03-28,Present,
ATT002413,STU010,Sakshi Mehta,2025-03-31,Present,
ATT002414,STU010,Sakshi Mehta,2025-04-01,Late,Family issue
ATT002415,STU010,Sakshi Mehta,2025-04-02,Present,
ATT002416,STU010,Sakshi Mehta,2025-04-03,Present,
ATT002417,STU010,Sakshi Mehta,2025-04-04,Present,
ATT002418,STU010,Sakshi Mehta,2025-04-07,Absent,No reason provided
ATT002419,STU010,Sakshi Mehta,2025-04-08,Present,
ATT002420,STU010,Sakshi Mehta,2025-04-09,Absent,No reason provided
ATT002421,STU010,Sakshi Mehta,2025-04-10,Present,
ATT002422,STU010,Sakshi Mehta,2025-04-11,Present,
ATT002423,STU010,Sakshi Mehta,2025-04-14,Present,
ATT002424,STU010,Sakshi Mehta,2025-04-15,Present,
ATT002425,STU010,Sakshi Mehta,2025-04-16,Present,
ATT002426,STU010,Sakshi Mehta,2025-04-17,Present,
ATT002427,STU010,Sakshi Mehta,2025-04-18,Present,
ATT002428,STU010,Sakshi Mehta,2025-04-21,Present,
ATT002429,STU010,Sakshi Mehta,2025-04-22,Late,Family issue
ATT002430,STU010,Sakshi Mehta,2025-04-23,Present,
ATT002431,STU010,Sakshi Mehta,2025-04-24,Late,Overslept
ATT002432,STU010,Sakshi Mehta,2025-04-25,Present,
ATT002433,STU010,Sakshi Mehta,2025-04-28,Present,
ATT002434,STU010,Sakshi Mehta,2025-04-29,Present,
ATT002435,STU010,Sakshi Mehta,2025-04-30,Present,
ATT002436,STU010,Sakshi Mehta,2025-05-01,Present,
ATT002437,STU010,Sakshi Mehta,2025-05-02,Present,
ATT002438,STU010,Sakshi Mehta,2025-05-05,Present,
ATT002439,STU010,Sakshi Mehta,2025-05-06,Present,
ATT002440,STU010,Sakshi Mehta,2025-05-07,Present,
ATT002441,STU010,Sakshi Mehta,2025-05-08,Present,
ATT002442,STU010,Sakshi Mehta,2025-05-09,Present,
ATT002443,STU010,Sakshi Mehta,2025-05-12,Present,
ATT002444,STU010,Sakshi Mehta,2025-05-13,Present,
ATT002445,STU010,Sakshi Mehta,2025-05-14,Present,
ATT002446,STU010,Sakshi Mehta,2025-05-15,Present,
ATT002447,STU010,Sakshi Mehta,2025-05-16,Present,
ATT002448,STU010,Sakshi Mehta,2025-05-19,Present,
ATT002449,STU010,Sakshi Mehta,2025-05-20,Present,
ATT002450,STU010,Sakshi Mehta,2025-05-21,Present,
ATT002451,STU010,Sakshi Mehta,2025-05-22,Present,
ATT002452,STU010,Sakshi Mehta,2025-05-23,Present,
ATT002453,STU010,Sakshi Mehta,2025-05-26,Present,
ATT002454,STU010,Sakshi Mehta,2025-05-27,Present,
ATT002455,STU010,Sakshi Mehta,2025-05-28,Present,
ATT002456,STU010,Sakshi Mehta,2025-05-29,Present,
ATT002457,STU010,Sakshi Mehta,2025-05-30,Absent,Sick
ATT002458,STU010,Sakshi Mehta,2025-06-02,Present,
ATT002459,STU010,Sakshi Mehta,2025-06-03,Present,
ATT002460,STU010,Sakshi Mehta,2025-06-04,Present,
ATT002461,STU010,Sakshi Mehta,2025-06-05,Late,Weather
ATT002462,STU010,Sakshi Mehta,2025-06-06,Present,
ATT002463,STU010,Sakshi Mehta,2025-06-09,Present,
ATT002464,STU010,Sakshi Mehta,2025-06-10,Absent,Sick
ATT002465,STU010,Sakshi Mehta,2025-06-11,Absent,Transportation issue
ATT002466,STU010,Sakshi Mehta,2025-06-12,Present,
ATT002467,STU010,Sakshi Mehta,2025-06-13,Present,
ATT002468,STU010,Sakshi Mehta,2025-06-16,Present,
ATT002469,STU010,Sakshi Mehta,2025-06-17,Absent,No reason provided
ATT002470,STU010,Sakshi Mehta,2025-06-18,Present,
ATT002471,STU010,Sakshi Mehta,2025-06-19,Present,
ATT002472,STU010,Sakshi Mehta,2025-06-20,Present,
ATT002473,STU010,Sakshi Mehta,2025-06-23,Absent,Sick
ATT002474,STU010,Sakshi Mehta,2025-06-24,Absent,No reason provided
ATT002475,STU010,Sakshi Mehta,2025-06-25,Present,
ATT002476,STU010,Sakshi Mehta,2025-06-26,Present,
ATT002477,STU010,Sakshi Mehta,2025-06-27,Present,
ATT002478,STU010,Sakshi Mehta,2025-06-30,Present,
ATT002479,STU010,Sakshi Mehta,2025-07-01,Present,
ATT002480,STU010,Sakshi Mehta,2025-07-02,Absent,Family emergency
ATT002481,STU010,Sakshi Mehta,2025-07-03,Present,
ATT002482,STU010,Sakshi Mehta,2025-07-04,Present,
ATT002483,STU010,Sakshi Mehta,2025-07-07,Present,
ATT002484,STU010,Sakshi Mehta,2025-07-08,Present,
ATT002485,STU010,Sakshi Mehta,2025-07-09,Late,Family issue
ATT002486,STU010,Sakshi Mehta,2025-07-10,Present,
ATT002487,STU010,Sakshi Mehta,2025-07-11,Present,
ATT002488,STU010,Sakshi Mehta,2025-07-14,Present,
ATT002489,STU010,Sakshi Mehta,2025-07-15,Present,
ATT002490,STU010,Sakshi Mehta,2025-07-16,Absent,No reason provided
ATT002491,STU010,Sakshi Mehta,2025-07-17,Present,
ATT002492,STU010,Sakshi Mehta,2025-07-18,Present,
ATT002493,STU010,Sakshi Mehta,2025-07-21,Present,
ATT002494,STU010,Sakshi Mehta,2025-07-22,Present,
ATT002495,STU010,Sakshi Mehta,2025-07-23,Present,
ATT002496,STU010,Sakshi Mehta,2025-07-24,Present,
ATT002497,STU010,Sakshi Mehta,2025-07-25,Present,
ATT002498,STU010,Sakshi Mehta,2025-07-28,Present,
ATT002499,STU010,Sakshi Mehta,2025-07-29,Present,
ATT002500,STU010,Sakshi Mehta,2025-07-30,Present,
ATT002501,STU010,Sakshi Mehta,2025-07-31,Present,
ATT002502,STU010,Sakshi Mehta,2025-08-01,Present,
ATT002503,STU010,Sakshi Mehta,2025-08-04,Absent,Family emergency
ATT002504,STU010,Sakshi Mehta,2025-08-05,Late,Overslept
ATT002505,STU010,Sakshi Mehta,2025-08-06,Present,
ATT002506,STU010,Sakshi Mehta,2025-08-07,Present,
ATT002507,STU010,Sakshi Mehta,2025-08-08,Late,Transportation delay
ATT002508,STU010,Sakshi Mehta,2025-08-11,Present,
ATT002509,STU010,Sakshi Mehta,2025-08-12,Present,
ATT002510,STU010,Sakshi Mehta,2025-08-13,Absent,No reason provided
ATT002511,STU010,Sakshi Mehta,2025-08-14,Present,
ATT002512,STU010,Sakshi Mehta,2025-08-15,Present,
ATT002513,STU010,Sakshi Mehta,2025-08-18,Present,
ATT002514,STU010,Sakshi Mehta,2025-08-19,Absent,No reason provided
ATT002515,STU010,Sakshi Mehta,2025-08-20,Late,Transportation delay
ATT002516,STU010,Sakshi Mehta,2025-08-21,Present,
ATT002517,STU010,Sakshi Mehta,2025-08-22,Present,
ATT002518,STU010,Sakshi Mehta,2025-08-25,Late,Weather
ATT002519,STU010,Sakshi Mehta,2025-08-26,Present,
ATT002520,STU010,Sakshi Mehta,2025-08-27,Present,
ATT002521,STU010,Sakshi Mehta,2025-08-28,Present,
ATT002522,STU010,Sakshi Mehta,2025-08-29,Present,
ATT002523,STU010,Sakshi Mehta,2025-09-01,Absent,Transportation issue
ATT002524,STU010,Sakshi Mehta,2025-09-02,Present,
ATT002525,STU010,Sakshi Mehta,2025-09-03,Late,Overslept
ATT002526,STU010,Sakshi Mehta,2025-09-04,Present,
ATT002527,STU010,Sakshi Mehta,2025-09-05,Absent,Transportation issue
ATT002528,STU010,Sakshi Mehta,2025-09-08,Present,
ATT002529,STU010,Sakshi Mehta,2025-09-09,Present,
ATT002530,STU010,Sakshi Mehta,2025-09-10,Present,
ATT002531,STU010,Sakshi Mehta,2025-09-11,Present,
ATT002532,STU010,Sakshi Mehta,2025-09-12,Present,
ATT002533,STU010,Sakshi Mehta,2025-09-15,Present,
ATT002534,STU010,Sakshi Mehta,2025-09-16,Present,
ATT002535,STU010,Sakshi Mehta,2025-09-17,Present,
ATT002536,STU010,Sakshi Mehta,2025-09-18,Present,
ATT002537,STU010,Sakshi Mehta,2025-09-19,Present,
ATT002538,STU010,Sakshi Mehta,2025-09-22,Present,
ATT002539,STU010,Sakshi Mehta,2025-09-23,Present,
ATT002540,STU010,Sakshi Mehta,2025-09-24,Present,
ATT002541,STU010,Sakshi Mehta,2025-09-25,Present,
ATT002542,STU010,Sakshi Mehta,2025-09-26,Absent,No reason provided
ATT002543,STU010,Sakshi Mehta,2025-09-29,Absent,Transportation issue
ATT002544,STU010,Sakshi Mehta,2025-09-30,Absent,Transportation issue
ATT002545,STU010,Sakshi Mehta,2025-10-01,Absent,Sick
ATT002546,STU010,Sakshi Mehta,2025-10-02,Absent,Family emergency
ATT002547,STU010,Sakshi Mehta,2025-10-03,Absent,Family emergency
ATT002548,STU010,Sakshi Mehta,2025-10-06,Present,
ATT002549,STU010,Sakshi Mehta,2025-10-07,Present,
ATT002550,STU010,Sakshi Mehta,2025-10-08,Present,
ATT002551,STU010,Sakshi Mehta,2025-10-09,Present,
ATT002552,STU010,Sakshi Mehta,2025-10-10,Present,
ATT002553,STU010,Sakshi Mehta,2025-10-13,Present,
ATT002554,STU010,Sakshi Mehta,2025-10-14,Present,
ATT002555,STU010,Sakshi Mehta,2025-10-15,Present,
ATT002556,STU010,Sakshi Mehta,2025-10-16,Present,
ATT002557,STU010,Sakshi Mehta,2025-10-17,Absent,Sick
ATT002558,STU010,Sakshi Mehta,2025-10-20,Present,
ATT002559,STU010,Sakshi Mehta,2025-10-21,Late,Family issue
ATT002560,STU010,Sakshi Mehta,2025-10-22,Present,
ATT002561,STU010,Sakshi Mehta,2025-10-23,Present,
ATT002562,STU010,Sakshi Mehta,2025-10-24,Present,
ATT002563,STU010,Sakshi Mehta,2025-10-27,Present,
ATT002564,STU010,Sakshi Mehta,2025-10-28,Present,
ATT002565,STU010,Sakshi Mehta,2025-10-29,Late,Overslept
ATT002566,STU010,Sakshi Mehta,2025-10-30,Present,
ATT002567,STU010,Sakshi Mehta,2025-10-31,Present,
ATT002568,STU010,Sakshi Mehta,2025-11-03,Present,
ATT002569,STU010,Sakshi Mehta,2025-11-04,Present,
ATT002570,STU010,Sakshi Mehta,2025-11-05,Present,
ATT002571,STU010,Sakshi Mehta,2025-11-06,Absent,Transportation issue
ATT002572,STU010,Sakshi Mehta,2025-11-07,Present,
ATT002573,STU010,Sakshi Mehta,2025-11-10,Present,
ATT002574,STU010,Sakshi Mehta,2025-11-11,Late,Overslept
ATT002575,STU010,Sakshi Mehta,2025-11-12,Late,Family issue
ATT002576,STU010,Sakshi Mehta,2025-11-13,Absent,Transportation issue
ATT002577,STU010,Sakshi Mehta,2025-11-14,Absent,Transportation issue
ATT002578,STU010,Sakshi Mehta,2025-11-17,Present,
ATT002579,STU010,Sakshi Mehta,2025-11-18,Present,
ATT002580,STU010,Sakshi Mehta,2025-11-19,Present,
ATT002581,STU010,Sakshi Mehta,2025-11-20,Present,
ATT002582,STU010,Sakshi Mehta,2025-11-21,Late,Weather
ATT002583,STU010,Sakshi Mehta,2025-11-24,Present,
ATT002584,STU010,Sakshi Mehta,2025-11-25,Present,
ATT002585,STU010,Sakshi Mehta,2025-11-26,Present,
ATT002586,STU010,Sakshi Mehta,2025-11-27,Late,Transportation delay
ATT002587,STU010,Sakshi Mehta,2025-11-28,Present,
ATT002588,STU010,Sakshi Mehta,2025-12-01,Present,
ATT002589,STU010,Sakshi Mehta,2025-12-02,Late,Transportation delay
ATT002590,STU010,Sakshi Mehta,2025-12-03,Absent,Sick
ATT002591,STU010,Sakshi Mehta,2025-12-04,Present,
ATT002592,STU010,Sakshi Mehta,2025-12-05,Absent,Sick
ATT002593,STU010,Sakshi Mehta,2025-12-08,Present,
ATT002594,STU010,Sakshi Mehta,2025-12-09,Present,
ATT002595,STU010,Sakshi Mehta,2025-12-10,Present,
ATT002596,STU010,Sakshi Mehta,2025-12-11,Present,
ATT002597,STU010,Sakshi Mehta,2025-12-12,Late,Family issue
ATT002598,STU010,Sakshi Mehta,2025-12-15,Present,
ATT002599,STU010,Sakshi Mehta,2025-12-16,Present,
ATT002600,STU010,Sakshi Mehta,2025-12-17,Absent,Sick
ATT002601,STU010,Sakshi Mehta,2025-12-18,Present,
ATT002602,STU010,Sakshi Mehta,2025-12-19,Absent,Family emergency
ATT002603,STU010,Sakshi Mehta,2025-12-22,Present,
ATT002604,STU010,Sakshi Mehta,2025-12-23,Present,
ATT002605,STU010,Sakshi Mehta,2025-12-24,Present,
ATT002606,STU010,Sakshi Mehta,2025-12-25,Present,
ATT002607,STU010,Sakshi Mehta,2025-12-26,Present,
ATT002608,STU010,Sakshi Mehta,2025-12-29,Absent,Family emergency
ATT002609,STU010,Sakshi Mehta,2025-12-30,Present,
ATT002610,STU010,Sakshi Mehta,2025-12-31,Late,Transportation delay
ATT002611,STU011,Neha Mishra,2025-01-01,Absent,No reason provided
ATT002612,STU011,Neha Mishra,2025-01-02,Present,
ATT002613,STU011,Neha Mishra,2025-01-03,Present,
ATT002614,STU011,Neha Mishra,2025-01-06,Present,
ATT002615,STU011,Neha Mishra,2025-01-07,Present,
ATT002616,STU011,Neha Mishra,2025-01-08,Late,Family issue
ATT002617,STU011,Neha Mishra,2025-01-09,Present,
ATT002618,STU011,Neha Mishra,2025-01-10,Absent,Transportation issue
ATT002619,STU011,Neha Mishra,2025-01-13,Present,
ATT002620,STU011,Neha Mishra,2025-01-14,Present,
ATT002621,STU011,Neha Mishra,2025-01-15,Present,
ATT002622,STU011,Neha Mishra,2025-01-16,Present,
ATT002623,STU011,Neha Mishra,2025-01-17,Present,
ATT002624,STU011,Neha Mishra,2025-01-20,Present,
ATT002625,STU011,Neha Mishra,2025-01-21,Late,Weather
ATT002626,STU011,Neha Mishra,2025-01-22,Present,
ATT002627,STU011,Neha Mishra,2025-01-23,Present,
ATT002628,STU011,Neha Mishra,2025-01-24,Absent,Transportation issue
ATT002629,STU011,Neha Mishra,2025-01-27,Present,
ATT002630,STU011,Neha Mishra,2025-01-28,Present,
ATT002631,STU011,Neha Mishra,2025-01-29,Present,
ATT002632,STU011,Neha Mishra,2025-01-30,Present,
ATT002633,STU011,Neha Mishra,2025-01-31,Present,
ATT002634,STU011,Neha Mishra,2025-02-03,Present,
ATT002635,STU011,Neha Mishra,2025-02-04,Present,
ATT002636,STU011,Neha Mishra,2025-02-05,Present,
ATT002637,STU011,Neha Mishra,2025-02-06,Absent,Transportation issue
ATT002638,STU011,Neha Mishra,2025-02-07,Present,
ATT002639,STU011,Neha Mishra,2025-02-10,Present,
ATT002640,STU011,Neha Mishra,2025-02-11,Present,
ATT002641,STU011,Neha Mishra,2025-02-12,Present,
ATT002642,STU011,Neha Mishra,2025-02-13,Present,
ATT002643,STU011,Neha Mishra,2025-02-14,Present,
ATT002644,STU011,Neha Mishra,2025-02-17,Present,
ATT002645,STU011,Neha Mishra,2025-02-18,Present,
ATT002646,STU011,Neha Mishra,2025-02-19,Present,
ATT002647,STU011,Neha Mishra,2025-02-20,Present,
ATT002648,STU011,Neha Mishra,2025-02-21,Late,Transportation delay
ATT002649,STU011,Neha Mishra,2025-02-24,Present,
ATT002650,STU011,Neha Mishra,2025-02-25,Present,
ATT002651,STU011,Neha Mishra,2025-02-26,Present,
ATT002652,STU011,Neha Mishra,2025-02-27,Present,
ATT002653,STU011,Neha Mishra,2025-02-28,Late,Weather
ATT002654,STU011,Neha Mishra,2025-03-03,Present,
ATT002655,STU011,Neha Mishra,2025-03-04,Present,
ATT002656,STU011,Neha Mishra,2025-03-05,Present,
ATT002657,STU011,Neha Mishra,2025-03-06,Present,
ATT002658,STU011,Neha Mishra,2025-03-07,Present,
ATT002659,STU011,Neha Mishra,2025-03-10,Present,
ATT002660,STU011,Neha Mishra,2025-03-11,Present,
ATT002661,STU011,Neha Mishra,2025-03-12,Present,
ATT002662,STU011,Neha Mishra,2025-03-13,Present,
ATT002663,STU011,Neha Mishra,2025-03-14,Present,
ATT002664,STU011,Neha Mishra,2025-03-17,Present,
ATT002665,STU011,Neha Mishra,2025-03-18,Present,
ATT002666,STU011,Neha Mishra,2025-03-19,Present,
ATT002667,STU011,Neha Mishra,2025-03-20,Present,
ATT002668,STU011,Neha Mishra,2025-03-21,Present,
ATT002669,STU011,Neha Mishra,2025-03-24,Absent,Transportation issue
ATT002670,STU011,Neha Mishra,2025-03-25,Present,
ATT002671,STU011,Neha Mishra,2025-03-26,Present,
ATT002672,STU011,Neha Mishra,2025-03-27,Present,
ATT002673,STU011,Neha Mishra,2025-03-28,Present,
ATT002674,STU011,Neha Mishra,2025-03-31,Present,
ATT002675,STU011,Neha Mishra,2025-04-01,Present,
ATT002676,STU011,Neha Mishra,2025-04-02,Present,
ATT002677,STU011,Neha Mishra,2025-04-03,Present,
ATT002678,STU011,Neha Mishra,2025-04-04,Present,
ATT002679,STU011,Neha Mishra,2025-04-07,Present,
ATT002680,STU011,Neha Mishra,2025-04-08,Present,
ATT002681,STU011,Neha Mishra,2025-04-09,Present,
ATT002682,STU011,Neha Mishra,2025-04-10,Present,
ATT002683,STU011,Neha Mishra,2025-04-11,Present,
ATT002684,STU011,Neha Mishra,2025-04-14,Present,
ATT002685,STU011,Neha Mishra,2025-04-15,Present,
ATT002686,STU011,Neha Mishra,2025-04-16,Absent,Sick
ATT002687,STU011,Neha Mishra,2025-04-17,Absent,No reason provided
ATT002688,STU011,Neha Mishra,2025-04-18,Present,
ATT002689,STU011,Neha Mishra,2025-04-21,Present,
ATT002690,STU011,Neha Mishra,2025-04-22,Present,
ATT002691,STU011,Neha Mishra,2025-04-23,Present,
ATT002692,STU011,Neha Mishra,2025-04-24,Absent,Family emergency
ATT002693,STU011,Neha Mishra,2025-04-25,Present,
ATT002694,STU011,Neha Mishra,2025-04-28,Present,
ATT002695,STU011,Neha Mishra,2025-04-29,Absent,Transportation issue
ATT002696,STU011,Neha Mishra,2025-04-30,Present,
ATT002697,STU011,Neha Mishra,2025-05-01,Present,
ATT002698,STU011,Neha Mishra,2025-05-02,Absent,Family emergency
ATT002699,STU011,Neha Mishra,2025-05-05,Absent,Family emergency
ATT002700,STU011,Neha Mishra,2025-05-06,Present,
ATT002701,STU011,Neha Mishra,2025-05-07,Present,
ATT002702,STU011,Neha Mishra,2025-05-08,Absent,No reason provided
ATT002703,STU011,Neha Mishra,2025-05-09,Present,
ATT002704,STU011,Neha Mishra,2025-05-12,Late,Transportation delay
ATT002705,STU011,Neha Mishra,2025-05-13,Present,
ATT002706,STU011,Neha Mishra,2025-05-14,Present,
ATT002707,STU011,Neha Mishra,2025-05-15,Present,
ATT002708,STU011,Neha Mishra,2025-05-16,Present,
ATT002709,STU011,Neha Mishra,2025-05-19,Present,
ATT002710,STU011,Neha Mishra,2025-05-20,Late,Family issue
ATT002711,STU011,Neha Mishra,2025-05-21,Late,Overslept
ATT002712,STU011,Neha Mishra,2025-05-22,Present,
ATT002713,STU011,Neha Mishra,2025-05-23,Present,
ATT002714,STU011,Neha Mishra,2025-05-26,Present,
ATT002715,STU011,Neha Mishra,2025-05-27,Present,
ATT002716,STU011,Neha Mishra,2025-05-28,Present,
ATT002717,STU011,Neha Mishra,2025-05-29,Present,
ATT002718,STU011,Neha Mishra,2025-05-30,Present,
ATT002719,STU011,Neha Mishra,2025-06-02,Absent,Family emergency
ATT002720,STU011,Neha Mishra,2025-06-03,Present,
ATT002721,STU011,Neha Mishra,2025-06-04,Present,
ATT002722,STU011,Neha Mishra,2025-06-05,Present,
ATT002723,STU011,Neha Mishra,2025-06-06,Present,
ATT002724,STU011,Neha Mishra,2025-06-09,Present,
ATT002725,STU011,Neha Mishra,2025-06-10,Present,
ATT002726,STU011,Neha Mishra,2025-06-11,Present,
ATT002727,STU011,Neha Mishra,2025-06-12,Present,
ATT002728,STU011,Neha Mishra,2025-06-13,Present,
ATT002729,STU011,Neha Mishra,2025-06-16,Present,
ATT002730,STU011,Neha Mishra,2025-06-17,Present,
ATT002731,STU011,Neha Mishra,2025-06-18,Present,
ATT002732,STU011,Neha Mishra,2025-06-19,Late,Family issue
ATT002733,STU011,Neha Mishra,2025-06-20,Absent,Family emergency
ATT002734,STU011,Neha Mishra,2025-06-23,Present,
ATT002735,STU011,Neha Mishra,2025-06-24,Present,
ATT002736,STU011,Neha Mishra,2025-06-25,Present,
ATT002737,STU011,Neha Mishra,2025-06-26,Present,
ATT002738,STU011,Neha Mishra,2025-06-27,Present,
ATT002739,STU011,Neha Mishra,2025-06-30,Late,Family issue
ATT002740,STU011,Neha Mishra,2025-07-01,Present,
ATT002741,STU011,Neha Mishra,2025-07-02,Present,
ATT002742,STU011,Neha Mishra,2025-07-03,Present,
ATT002743,STU011,Neha Mishra,2025-07-04,Present,
ATT002744,STU011,Neha Mishra,2025-07-07,Present,
ATT002745,STU011,Neha Mishra,2025-07-08,Present,
ATT002746,STU011,Neha Mishra,2025-07-09,Absent,Sick
ATT002747,STU011,Neha Mishra,2025-07-10,Present,
ATT002748,STU011,Neha Mishra,2025-07-11,Present,
