id,studentId,studentName,title,description,subject,assignedDate,dueDate,submittedDate,status,remark
HW000709,STU011,Neha Mishra,Science Assignment,Complete the science exercises from chapter 2,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000710,STU013,Sagar Rao,Science Assignment,Complete the science exercises from chapter 2,Science,2025-04-11,2025-04-13,2025-04-11,submitted,Completed on time
HW000711,STU014,Anjali Tiwari,Science Assignment,Complete the science exercises from chapter 5,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000712,STU015,Ananya Verma,Science Assignment,Complete the science exercises from chapter 2,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000713,STU016,Abhishek Reddy,Science Assignment,Complete the science exercises from chapter 3,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000714,STU017,Tanvi Nair,Science Assignment,Complete the science exercises from chapter 3,Science,2025-04-11,2025-04-13,2025-04-11,submitted,Completed on time
HW000715,STU018,Kritika Patel,Science Assignment,Complete the science exercises from chapter 3,Science,2025-04-11,2025-04-13,,pending,Not submitted yet
HW000716,STU019,Pooja Mehta,Science Assignment,Complete the science exercises from chapter 2,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000717,STU020,Ravi Sharma,Science Assignment,Complete the science exercises from chapter 3,Science,2025-04-11,2025-04-13,2025-04-11,submitted,Completed on time
HW000718,STU023,Amit Kumar,Science Assignment,Complete the science exercises from chapter 2,Science,2025-04-11,2025-04-13,,pending,Not submitted yet
HW000719,STU024,Manish Joshi,Science Assignment,Complete the science exercises from chapter 4,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000720,STU025,Sakshi Mishra,Science Assignment,Complete the science exercises from chapter 4,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000721,STU027,Aishwarya Arora,Science Assignment,Complete the science exercises from chapter 4,Science,2025-04-11,2025-04-13,,assigned,Assigned
HW000722,STU028,Jyoti Saxena,Science Assignment,Complete the science exercises from chapter 1,Science,2025-04-11,2025-04-13,2025-04-11,submitted,Completed on time
HW000723,STU030,Rahul Goyal,Science Assignment,Complete the science exercises from chapter 1,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000724,STU031,Swati Bansal,Science Assignment,Complete the science exercises from chapter 4,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000725,STU032,Aditya Rao,Science Assignment,Complete the science exercises from chapter 4,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000726,STU034,Sagar Mishra,Science Assignment,Complete the science exercises from chapter 3,Science,2025-04-11,2025-04-13,2025-04-11,submitted,Completed on time
HW000727,STU035,Divya Rao,Science Assignment,Complete the science exercises from chapter 3,Science,2025-04-11,2025-04-13,2025-04-12,submitted,Completed on time
HW000728,STU001,Meera Verma,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-15,2025-04-17,,pending,Not submitted yet
HW000729,STU003,Rohit Kapoor,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-15,2025-04-17,,assigned,Assigned
HW000730,STU005,Abhishek Joshi,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-15,2025-04-17,2025-04-16,submitted,Completed on time
HW000731,STU008,Aishwarya Joshi,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-15,2025-04-17,2025-04-16,submitted,Completed on time
HW000732,STU009,Amit Bansal,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000733,STU010,Sakshi Mehta,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-15,2025-04-17,2025-04-16,submitted,Completed on time
HW000734,STU011,Neha Mishra,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000735,STU013,Sagar Rao,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000736,STU014,Anjali Tiwari,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000737,STU015,Ananya Verma,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-15,2025-04-17,,pending,Not submitted yet
HW000738,STU016,Abhishek Reddy,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-15,2025-04-17,,pending,Not submitted yet
HW000739,STU017,Tanvi Nair,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-04-15,2025-04-17,,pending,Not submitted yet
HW000740,STU018,Kritika Patel,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000741,STU020,Ravi Sharma,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000742,STU024,Manish Joshi,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-04-15,2025-04-17,,pending,Not submitted yet
HW000743,STU025,Sakshi Mishra,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000744,STU026,Harsh Arora,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000745,STU027,Aishwarya Arora,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000746,STU029,Pooja Joshi,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000747,STU030,Rahul Goyal,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-15,2025-04-17,2025-04-16,submitted,Completed on time
HW000748,STU031,Swati Bansal,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-15,2025-04-17,,assigned,Assigned
HW000749,STU032,Aditya Rao,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-15,2025-04-17,2025-04-15,submitted,Completed on time
HW000750,STU035,Divya Rao,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-15,2025-04-17,,pending,Not submitted yet
HW000751,STU001,Meera Verma,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000752,STU002,Deepak Iyer,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,,assigned,Assigned
HW000753,STU003,Rohit Kapoor,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,,pending,Not submitted yet
HW000754,STU007,Manish Mehta,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000755,STU008,Aishwarya Joshi,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-04-17,2025-04-19,2025-04-18,submitted,Completed on time
HW000756,STU013,Sagar Rao,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,,assigned,Assigned
HW000757,STU014,Anjali Tiwari,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000758,STU015,Ananya Verma,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,,pending,Not submitted yet
HW000759,STU016,Abhishek Reddy,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,2025-04-18,submitted,Completed on time
HW000760,STU020,Ravi Sharma,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000761,STU021,Aishwarya Bansal,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-04-17,2025-04-19,,pending,Not submitted yet
HW000762,STU022,Meera Sharma,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000763,STU023,Amit Kumar,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000764,STU024,Manish Joshi,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,2025-04-18,submitted,Completed on time
HW000765,STU025,Sakshi Mishra,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-04-17,2025-04-19,2025-04-18,submitted,Completed on time
HW000766,STU026,Harsh Arora,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000767,STU028,Jyoti Saxena,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000768,STU029,Pooja Joshi,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,,pending,Not submitted yet
HW000769,STU030,Rahul Goyal,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-04-17,2025-04-19,,pending,Not submitted yet
HW000770,STU031,Swati Bansal,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000771,STU032,Aditya Rao,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-04-17,2025-04-19,2025-04-17,submitted,Completed on time
HW000772,STU034,Sagar Mishra,Physical Education Assignment,Complete the physical education exercises from chapter 2,Physical Education,2025-04-17,2025-04-19,,assigned,Assigned
HW000773,STU001,Meera Verma,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000774,STU002,Deepak Iyer,Mathematics Assignment,Complete the mathematics exercises from chapter 4,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000775,STU003,Rohit Kapoor,Mathematics Assignment,Complete the mathematics exercises from chapter 5,Mathematics,2025-04-21,2025-04-23,,assigned,Assigned
HW000776,STU005,Abhishek Joshi,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-04-21,2025-04-23,,pending,Not submitted yet
HW000777,STU006,Arjun Saxena,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,,assigned,Assigned
HW000778,STU007,Manish Mehta,Mathematics Assignment,Complete the mathematics exercises from chapter 4,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000779,STU008,Aishwarya Joshi,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-04-21,2025-04-23,,pending,Not submitted yet
HW000780,STU011,Neha Mishra,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000781,STU014,Anjali Tiwari,Mathematics Assignment,Complete the mathematics exercises from chapter 4,Mathematics,2025-04-21,2025-04-23,,assigned,Assigned
HW000782,STU015,Ananya Verma,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000783,STU016,Abhishek Reddy,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,,assigned,Assigned
HW000784,STU017,Tanvi Nair,Mathematics Assignment,Complete the mathematics exercises from chapter 5,Mathematics,2025-04-21,2025-04-23,,pending,Not submitted yet
HW000785,STU018,Kritika Patel,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,,assigned,Assigned
HW000786,STU020,Ravi Sharma,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,,assigned,Assigned
HW000787,STU021,Aishwarya Bansal,Mathematics Assignment,Complete the mathematics exercises from chapter 5,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000788,STU022,Meera Sharma,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-04-21,2025-04-23,2025-04-21,submitted,Completed on time
HW000789,STU024,Manish Joshi,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-04-21,2025-04-23,2025-04-21,submitted,Completed on time
HW000790,STU025,Sakshi Mishra,Mathematics Assignment,Complete the mathematics exercises from chapter 4,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000791,STU026,Harsh Arora,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000792,STU027,Aishwarya Arora,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-04-21,2025-04-23,2025-04-21,submitted,Completed on time
HW000793,STU028,Jyoti Saxena,Mathematics Assignment,Complete the mathematics exercises from chapter 5,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000794,STU029,Pooja Joshi,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,2025-04-21,submitted,Completed on time
HW000795,STU030,Rahul Goyal,Mathematics Assignment,Complete the mathematics exercises from chapter 5,Mathematics,2025-04-21,2025-04-23,,pending,Not submitted yet
HW000796,STU031,Swati Bansal,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-04-21,2025-04-23,,pending,Not submitted yet
HW000797,STU032,Aditya Rao,Mathematics Assignment,Complete the mathematics exercises from chapter 4,Mathematics,2025-04-21,2025-04-23,2025-04-21,submitted,Completed on time
HW000798,STU033,Arjun Patel,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-04-21,2025-04-23,2025-04-22,submitted,Completed on time
HW000799,STU002,Deepak Iyer,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-23,2025-04-25,,pending,Not submitted yet
HW000800,STU004,Nikhil Saxena,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000801,STU005,Abhishek Joshi,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000802,STU006,Arjun Saxena,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000803,STU007,Manish Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000804,STU008,Aishwarya Joshi,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000805,STU009,Amit Bansal,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000806,STU010,Sakshi Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,,assigned,Assigned
HW000807,STU011,Neha Mishra,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,,assigned,Assigned
HW000808,STU012,Sneha Mehta,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-23,2025-04-25,,assigned,Assigned
HW000809,STU014,Anjali Tiwari,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000810,STU015,Ananya Verma,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000811,STU017,Tanvi Nair,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,,pending,Not submitted yet
HW000812,STU018,Kritika Patel,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,,assigned,Assigned
HW000813,STU019,Pooja Mehta,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000814,STU020,Ravi Sharma,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000815,STU021,Aishwarya Bansal,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000816,STU022,Meera Sharma,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000817,STU024,Manish Joshi,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000818,STU025,Sakshi Mishra,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000819,STU026,Harsh Arora,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,,pending,Not submitted yet
HW000820,STU027,Aishwarya Arora,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000821,STU031,Swati Bansal,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-04-23,2025-04-25,2025-04-23,submitted,Completed on time
HW000822,STU034,Sagar Mishra,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-04-23,2025-04-25,2025-04-24,submitted,Completed on time
HW000823,STU001,Meera Verma,Art Assignment,Complete the art exercises from chapter 2,Art,2025-04-29,2025-05-01,,pending,Not submitted yet
HW000824,STU002,Deepak Iyer,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,2025-04-29,submitted,Completed on time
HW000825,STU003,Rohit Kapoor,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,,assigned,Assigned
HW000826,STU004,Nikhil Saxena,Art Assignment,Complete the art exercises from chapter 4,Art,2025-04-29,2025-05-01,,assigned,Assigned
HW000827,STU005,Abhishek Joshi,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000828,STU006,Arjun Saxena,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,,assigned,Assigned
HW000829,STU007,Manish Mehta,Art Assignment,Complete the art exercises from chapter 2,Art,2025-04-29,2025-05-01,,assigned,Assigned
HW000830,STU008,Aishwarya Joshi,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,,assigned,Assigned
HW000831,STU009,Amit Bansal,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000832,STU010,Sakshi Mehta,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000833,STU011,Neha Mishra,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000834,STU013,Sagar Rao,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-29,submitted,Completed on time
HW000835,STU014,Anjali Tiwari,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000836,STU016,Abhishek Reddy,Art Assignment,Complete the art exercises from chapter 3,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000837,STU017,Tanvi Nair,Art Assignment,Complete the art exercises from chapter 4,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000838,STU018,Kritika Patel,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000839,STU019,Pooja Mehta,Art Assignment,Complete the art exercises from chapter 3,Art,2025-04-29,2025-05-01,2025-04-29,submitted,Completed on time
HW000840,STU020,Ravi Sharma,Art Assignment,Complete the art exercises from chapter 4,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000841,STU022,Meera Sharma,Art Assignment,Complete the art exercises from chapter 2,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000842,STU025,Sakshi Mishra,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000843,STU026,Harsh Arora,Art Assignment,Complete the art exercises from chapter 3,Art,2025-04-29,2025-05-01,,pending,Not submitted yet
HW000844,STU029,Pooja Joshi,Art Assignment,Complete the art exercises from chapter 3,Art,2025-04-29,2025-05-01,,assigned,Assigned
HW000845,STU031,Swati Bansal,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,,pending,Not submitted yet
HW000846,STU033,Arjun Patel,Art Assignment,Complete the art exercises from chapter 2,Art,2025-04-29,2025-05-01,2025-04-29,submitted,Completed on time
HW000847,STU034,Sagar Mishra,Art Assignment,Complete the art exercises from chapter 1,Art,2025-04-29,2025-05-01,,pending,Not submitted yet
HW000848,STU035,Divya Rao,Art Assignment,Complete the art exercises from chapter 5,Art,2025-04-29,2025-05-01,2025-04-30,submitted,Completed on time
HW000849,STU001,Meera Verma,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000850,STU003,Rohit Kapoor,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000851,STU004,Nikhil Saxena,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000852,STU005,Abhishek Joshi,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-05-01,2025-05-03,2025-05-01,submitted,Completed on time
HW000853,STU006,Arjun Saxena,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000854,STU008,Aishwarya Joshi,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000855,STU012,Sneha Mehta,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000856,STU013,Sagar Rao,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000857,STU014,Anjali Tiwari,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,2025-05-01,submitted,Completed on time
HW000858,STU015,Ananya Verma,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000859,STU017,Tanvi Nair,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000860,STU018,Kritika Patel,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-05-01,2025-05-03,,assigned,Assigned
HW000861,STU019,Pooja Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000862,STU021,Aishwarya Bansal,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000863,STU022,Meera Sharma,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000864,STU023,Amit Kumar,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,2025-05-01,submitted,Completed on time
HW000865,STU025,Sakshi Mishra,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-05-01,2025-05-03,2025-05-01,submitted,Completed on time
HW000866,STU026,Harsh Arora,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000867,STU027,Aishwarya Arora,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-05-01,2025-05-03,,pending,Not submitted yet
HW000868,STU028,Jyoti Saxena,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000869,STU029,Pooja Joshi,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000870,STU030,Rahul Goyal,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,,assigned,Assigned
HW000871,STU031,Swati Bansal,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-05-01,2025-05-03,2025-05-02,submitted,Completed on time
HW000872,STU032,Aditya Rao,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-05-01,2025-05-03,2025-05-01,submitted,Completed on time
HW000873,STU033,Arjun Patel,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-05-01,2025-05-03,,assigned,Assigned
HW000874,STU034,Sagar Mishra,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-05-01,2025-05-03,2025-05-01,submitted,Completed on time
HW000875,STU001,Meera Verma,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
HW000876,STU002,Deepak Iyer,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-05-05,2025-05-07,,assigned,Assigned
HW000877,STU004,Nikhil Saxena,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
HW000878,STU009,Amit Bansal,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-05-05,2025-05-07,2025-05-05,submitted,Completed on time
HW000879,STU013,Sagar Rao,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
HW000880,STU014,Anjali Tiwari,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
HW000881,STU016,Abhishek Reddy,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
HW000882,STU017,Tanvi Nair,Mathematics Assignment,Complete the mathematics exercises from chapter 5,Mathematics,2025-05-05,2025-05-07,,pending,Not submitted yet
HW000883,STU019,Pooja Mehta,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-05-05,2025-05-07,2025-05-05,submitted,Completed on time
HW000884,STU020,Ravi Sharma,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-05-05,2025-05-07,,pending,Not submitted yet
HW000885,STU021,Aishwarya Bansal,Mathematics Assignment,Complete the mathematics exercises from chapter 3,Mathematics,2025-05-05,2025-05-07,2025-05-05,submitted,Completed on time
HW000886,STU023,Amit Kumar,Mathematics Assignment,Complete the mathematics exercises from chapter 1,Mathematics,2025-05-05,2025-05-07,,pending,Not submitted yet
HW000887,STU024,Manish Joshi,Mathematics Assignment,Complete the mathematics exercises from chapter 2,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
HW000888,STU025,Sakshi Mishra,Mathematics Assignment,Complete the mathematics exercises from chapter 4,Mathematics,2025-05-05,2025-05-07,2025-05-06,submitted,Completed on time
